url;name;category;ingredients;steps;calories;protein;fat;carbohydrates
https://www.povarenok.ru/recipes/show/169909/;Куриный сливочный суп с лапшой;Бульоны и супы;"Масло растительное — 1 ст. л.
Масло сливочное — 30 г
Лук репчатый — 1 шт
Морковь — 1 шт
Филе куриное — 450 г
Картофель (Среднего размера) — 3 шт
Мука пшеничная / Мука — 2 ст. л.
Петрушка — по вкусу
Орех мускатный — 1/4 ч. л.
Куркума — 1 ч. л.
Паприка сладкая — 1/2 ч. л.
Чеснок (Гранулированный) — 1 ч. л.
Специи (У меня приправа универсальная овощная (без усилителей вкуса!!!)) — 1 ч. л.
Соль — по вкусу
Сливки (Любой жирности, но лучше не ниже 20%) — 90 мл
Лапша — 1/3 стак.";;148.6 ккал;10.3 г;6.1 г;12.6 г
https://www.povarenok.ru/recipes/show/169908/;"Песочные ""Мешочки"" с творогом и маком";Десерты;"Кефир — 200 мл
Соль — 1/2 ч. л.
Сахар — 100 г
Сода — 3/4 ч. л.
Мука пшеничная / Мука — 500 г
Масло сливочное — 180 г
Творог — 400 г
Мак — 60 г
Сахар — 3 ст. л.
Яйцо куриное — 1 шт
Мука пшеничная / Мука — 1-2 ст. л.
Фундук — 14 шт
Глазурь (сахарные карандаши) — 2 шт
Сахарная пудра — 2 ст. л.";"Шаг 1: Тесто я буду замешивать в хлебопечке. В ведро хлебопечки налить кефир, добавить соду, соль и сахар, перемешать.
Шаг 2: Просеять пшеничную муку ""Бело-нежную"".
Шаг 3: Сливочное масло натереть на крупной тёрке.
Шаг 4: Замесить тесто. Если тесто замешивать руками, то сначала надо перетереть руками в крошку муку, сливочное масло и сахар, кефир смешать с содой и солью, а затем добавить его в масляную крошку и замесить мягкое тесто.
Шаг 5: Для начинки творог соединить с яйцом и сахаром, перемешать.
Шаг 6: Добавить мак и просеять 1-2 ст. л. муки, перемешать.
Шаг 7: Тесто разделить на 15 частей. 14 частей раскатать в круг, в центр положить начинку.
Шаг 8: В начинку поместить орешек.
Шаг 9: Защипать края.
Шаг 10: Переложить заготовки на застеленный и смазанный (при необходимости) противень швом вниз.
Шаг 11: С помощью ленточки я постаралась придать заготовкам форму мешочка.
Шаг 12: Сверху сделать надрезы ножницами.
Шаг 13: Из 15-ой части теста сделать верёвочки для мешочков. Выпекать в духовке, заранее разогретой до 180 градусов, 25-30 мин, до румяности.";;;;
https://www.povarenok.ru/recipes/show/169906/;Картофельные лодочки с мясной начинкой;Горячие блюда;"Картофель — 8 шт
Фарш мясной (Свинина) — 500 г
Лук репчатый — 1 шт
Чеснок — 1 зуб.
Томатная паста
Соль — 1 ч. л.
Орегано — 1 щепот.
Розмарин — 1 щепот.
Перец черный — 1 щепот.";"Шаг 1: Подготовить все ингредиенты.
Шаг 2: Картофель тщательно вымыть и отварить в мундире. Лук очистить, нарезать кубиками.
Шаг 3: Помидоры нарезаем кубиками. Можно заменить томатами в собственном соку. Только в данном случае не добавлять томатную пасту.
Шаг 4: Разогреваем сковороду и наливаем немного растительного масла. Выкладываем лук и чеснок пропущенный через пресс и обжариваем до прозрачного состояния.
Шаг 5: Следом добавляем помидоры, томатную пасту и продолжаем тушить.
Шаг 6: В получившийся соус выкладываем фарш, перемешиваем и тушим до готовности.
Шаг 7: Почти в самом конце добавляем приправы: соль, перец, орегано и розмарин.
Шаг 8: Готовый картофель остужаем, очищаем от кожуры. Разрезаем пополам. И делаем из каждой половинки лодочки. Главное стеночки не делайте слишком тонкие. Выкладываем в противень предварительно смазанный растительным маслом.
Шаг 9: Внутреннюю часть картофеля немного разминаем и добавляем к мясу вместе с укропом. Тщательно перемешиваем.
Шаг 10: Получившейся картофельно-мясной массой начиняем лодочки. Отправляем в духовку, разогретую до 180 градусов на 30 минут.
Шаг 11: Картофельные лодочки с мясной начинкой готовы. Подавать к столу их лучше со свежими овощами, сметаной или с сырным, сливочным соусом. Приятного аппетита.";94 ккал;1.5 г;0.1 г;13.3 г
https://www.povarenok.ru/recipes/show/169905/;Салат «Хелен» Белое и Красное;Салаты;"Сельдерей корневой — 1/2 шт
Филе куриное — 1/2 шт
Грейпфрут — 1 шт
Капуста пекинская — 100 г
Яблоко (небольшое, кисло-сладкое, например ""Анис"") — 1 шт
Орехи кедровые — 5 ст. л.
Яйцо куриное — 2 шт
Перец белый (+ перец со вкусом лимона, измельчённые) — по вкусу
Майонез (""Провансаль"") — по вкусу";"Шаг 1: Предварительно готовим необходимые продукты: - отвариваем филе ½ грудки курицы; - отвариваем 2 яйца; - кедровые орехи немного подсолим и жарим до начала появления колера на сухой сковородке.
Шаг 2: Чистим и освобождаем от горькой оболочки мякоть грейпфрута.
Шаг 3: Чистим яблоко и корень сельдерея.
Шаг 4: Примерно половину мякоти грейпфрута укладываем на дно ёмкости для сборки салата. Сверху быстро натираем на крупной тёрке корень сельдерея и сразу же выкладываем на него сверху остаток грейпфрута (это предохранит наш натёртый сельдерей от окисления на воздухе).
Шаг 5: Туда же сверху натираем яблоко.
Шаг 6: Нарезаем достаточно крупными кусочками поперёк волокон филе грудки, укладываем его сверху, по вкусу добавляем специи (белый молотый перец и перец со вкусом лимона). Уже готовы к нарезке пекинская капуста и яйца.
Шаг 7: Пекинскую капусту без особо толстых черешков нарезаем квадратиками. Сверху крупно рубим ножом варёные яйца. Солим салат по своему вкусу.
Шаг 8: Отправив в салат примерно половину кедровых орешков, заправляем его майонезом и аккуратно перемешиваем. При необходимости выкладываем в салатницу для подачи к столу. Сверху рассыпаем оставшиеся кедровые орешки. Приятного аппетита.";79.5 ккал;6.4 г;3.8 г;5.2 г
https://www.povarenok.ru/recipes/show/169904/;Домашний батон в духовке;Выпечка;"Мука пшеничная / Мука — 500 г
Соль — 1 ч. л.
Дрожжи — 1 ч. л.
Сахар — 1,5 ст. л.
Молоко — 310 мл
Масло растительное — 3 ст. л.";"Шаг 1: 1) Соединить муку, сахар, соль, дрожжи и тёплое молоко. Перемешать ложкой.
Шаг 2: 2) Добавить растительное масло и замесить тесто. В среднем, вымешивать 8-10 мин.
Шаг 3: 3) Миску смазать растительным маслом. Тесто округлить и оставить на 1-1,5 часа, накрыть пленкой и полотенцем.
Шаг 4: 4) Через указанный интервал времени тесто обмять и разделить на 2 части.
Шаг 5: 5) Каждую часть округлить, накрыть пленкой и полотенцем. Оставить на 10 мин.
Шаг 6: 6) Каждую часть раскатать скалкой в виде прямоугольника 20 на 30 см, и свернуть в рулет. Каждый оборот прищипываю к стенками, чтобы не было пустот при выпекании.
Шаг 7: 7) Заготовки батона переложить на противень, швом вниз. Накрыть пленкой и полотенцем. Оставить на 30 мин.
Шаг 8: 8) Через указанный интервал времени на батонах сделать надрезы. Повторно накрыть пленкой и полотенцем. Оставить на 10 мин. Тем временем включить духовку разогреваться на 180 градусов.
Шаг 9: 9) Смазать батон молоком и поставить выпекаться на 25-30 мин, при t=180 С, режим “Конвекция”.
Шаг 10: 10) Достать батон с духовки и оставить на столе до полного остывания.";253.7 ккал;6.1 г;5.3 г;46 г
https://www.povarenok.ru/recipes/show/169903/;Мясной рулет в желейной оболочке;Закуски;"Говядина — 300 г
Филе куриное — 400 г
Морковь — 1 шт
Зелень — 1 ст. л.
Перец черный — 0.5 ч. л.
Соль — 0.5 ч. л.
Чеснок — 1.5 ч. л.
Желатин — 20 г";;133.7 ккал;20 г;5 г;1.8 г
https://www.povarenok.ru/recipes/show/169902/;Мятные бургеры;Горячие блюда;"Говядина — 1600 г
Жир — 400 г
Мята — 2 шт
Базилик — 1 ч. л.
Булочка — 8 шт
Соль — по вкусу
Перец черный — по вкусу
Лук репчатый (В фарш добавляем 2 луковицы, остальное используем для приготовления салата.) — 5 шт
Кинза (Используем для салата) — 1 пуч.
Сумах (Используем для салата) — 1 ч. л.
Соус (Может быть любым, пригодным для заправки бургеров. Главное, чтобы не перебивался вкус котлет.) — по вкусу";"Шаг 1: Пропустить через мясорубку мясо, жир, мяту и 2 луковицы.
Шаг 2: В фарш добавить соль, перец и базилик. Вымесить фарш до состояния густой однородной массы.
Шаг 3: Сформировать котлеты для бургеров весом 180-200 грамм.
Шаг 4: Обжарить на углях котлеты для бургеров с обеих сторон и булочки с одной стороны.
Шаг 5: Сформировать бургеры. Для этого приготовить салат, смешав лук, кинзу и сумах, и слегка размяв с солью, чтобы лук выпустил сок. После этого половину булочки смазать соусом, положить в нее котлету, сверху добавить салат, и накрыть второй половиной.";282.7 ккал;11.6 г;19.8 г;13.8 г
https://www.povarenok.ru/recipes/show/169901/;Финики фаршированные с шоколадом и орехами;Десерты;"Финик — 200 г
Печенье (овсяное, можно сдобное или сахарное) — 50 г
Шоколад темный — 10 г
Пюре фруктовое (приготовить из яблок) — 2 ст. л.
Орехи (у меня пекан, фисташки, фундук и кешью) — по вкусу
Ванилин (у меня ТМ HAAS) — по вкусу
Корица (у меня корица c яблоком ТМ HAAS) — по вкусу
Сметана — 30 г";"Шаг 1: Очищенное от кожицы и семян яблоко припустить в воде с добавлением корицы и ванили, пюрировать блендером. Печенье поломать на кусочки около 0,7 мм. Соединить сметану, пюре из яблок и печенье, добавить корицу с яблоком ТМ HAAS, ванилин и перемешать.
Шаг 2: На финиках сделать продольный разрез и удалить косточки.
Шаг 3: Нафаршировать финики начинкой. Присыпать тертым шоколадом и украсить орехами. Убрать в холодильник на 1-2 часа.
Шаг 4: Угощаем!";270.7 ккал;2.8 г;4.6 г;54.4 г
https://www.povarenok.ru/recipes/show/169900/;Ароматные кексы с ликером за полчаса;Выпечка;"Мука пшеничная / Мука (""Бело-нежная"") — 190 г
Шоколад темный — 40 г
Изюм — 50 г
Разрыхлитель теста — 6 г
Яйцо куриное — 2 шт
Сахар — 100 г
Масло растительное — 120 мл
Ванилин — 1 щепот.
Ликер (из них 2ст.л для помадки) — 150 мл
Сахарная пудра — 100 г
Посыпка кондитерская — 3 ч. л.";"Шаг 1: Приготовим необходимые продукты.
Шаг 2: Соединим сухие компоненты муку и разрыхлитель.
Шаг 3: К яйцам добавим сахар и взобьем до пышной пены.
Шаг 4: К массе добавим ванилин и растительное масло, взобьем миксером.
Шаг 5: Добавим ликер и перемешаем.
Шаг 6: Вот такая ароматная смесь получилась.
Шаг 7: Смешиваем жидкую часть с сухой.
Шаг 8: Муку добавляем постепенно, небольшими порциями и вымешиваем тесто.
Шаг 9: Получилось масса похожая на сгущеное молоко.
Шаг 10: Добавляем изюи.
Шаг 11: Шоколад мелко нарежем.
Шаг 12: Размешаем с тестом. Разложим в формочки.
Шаг 13: Наливаем тесто до половины формы или чуть меньше.
Шаг 14: Тесто отправляем в духовку нагретую до 200 градусов на 20 минут.
Шаг 15: Тесто хорошо поднялось. Ароматы разносились за пределы квартиры. Дадим остыть кексам.
Шаг 16: Приготовим помадку.
Шаг 17: Смешаем сахарную пудру с 2 ст. л. ликера и разотрем до однородной массы.
Шаг 18: Нанесем на остывшие кексы.
Шаг 19: Украсим новогодней присыпкой
Шаг 20: Угощаем всех, кто заглянул на огонек.
Шаг 21: Кексы ароматные слегка влажные, с шоколадным привкусом.
Шаг 22: Очень вкусно, за один присест не останется ни одного.";277.9 ккал;2.1 г;5.3 г;30.5 г
https://www.povarenok.ru/recipes/show/169899/;"Булочки ""Ватрушки"" закусочные";Выпечка;"Молоко — 100 мл
Сахар — 1 ч. л.
Дрожжи (сухие быстродействующие) — 1 ч. л.
Масло сливочное — 30 г
Вода — 2 ст. л.
Майонез — 1 ст. л.
Мука пшеничная / Мука — 250 г
Соль — 1/2 ч. л.
Сыр творожный (с зеленью ТМ ""Hochland"") — 1 ст. л.
Сметана (25% жирности) — 1 ст. л.
Чеснок — 2 зуб.
Укроп — 1 пуч.";"Шаг 1: Подготовим продукты.
Шаг 2: В чашечку выкладываем сахар и дрожжи. Добавляем теплую воду, перемешиваем и оставляем на 5-7 минут.
Шаг 3: Появляется ""пенная"" шапочка.
Шаг 4: В глубокую чашку просеиваем муку. Добавляем теплое молоко, дрожжевую смесь, соль, растопленное остуженное сливочное масло, майонез.
Шаг 5: Замешиваем тесто. Оно получается мягким и нелипнущим к рукам, очень приятным для работы. Чашку накрываем полотенцем и оставляем в теплом месте на 45-50 минут.
Шаг 6: Пока подходит тесто, приготовим начинку. Измельчаем чеснок. Нарезаем зелень, нужно 1 ст. л. нарезанной зелени.
Шаг 7: В чашку выкладываем сметану, творожный сыр с зеленью ТМ ""Hochland"", нарезанный укроп, измельченный чеснок.
Шаг 8: Хорошо перемешиваем. Начинка готова.
Шаг 9: Через 45 минут тесто готово. Включаем духовку.
Шаг 10: Тесто делим на равные кусочки. У меня получилось 6 шт. по 73гр. Округляем каждый кусочек и слегка расплющиваем. Делаем толстые лепешки.
Шаг 11: Выкладываем лепешки теста на противень, застеленный ковриком для выпечки. Накрываем противень полотенцем и оставляем на 15 минут.
Шаг 12: Лепешки через 15 минут.
Шаг 13: Используя скалку, в каждой лепешке делаем небольшое углубление.
Шаг 14: В каждое углубление кладем по 1 ч. л. приготовленной творожной начинки.
Шаг 15: Оставшуюся начинку наносим на лепешки, используя силиконовую кулинарную кисть.
Шаг 16: Помещаем противень в разогретую духовку.
Шаг 17: Выпекаем 15-20 минут при 200 градусах, ориентируясь на свою духовку. Затем вынимаем противень из духовки.
Шаг 18: Подаем булочки - ватрушки.";249.9 ккал;5.6 г;8.7 г;38.1 г
https://www.povarenok.ru/recipes/show/169898/;Суши-салат с изюминкой;Салаты;"Рис (Круглый) — 0,5 стак.
Авокадо (Спелый!! Это важно!) — 2 шт
Крабовые палочки (""Снежный краб"" либо Vichi, либо Русское море) — 200 г
Майонез — 2-3 ст. л.
Лосось (В идеале угорь!! Обязательно копченый! Если у вас нет угря семга копченая! Только не тунец! Он дюже жесткий!) — 200 г
Семга (Соленая, можно домашнюю горбушу соленую, не принципиально) — 200 г
Капуста морская (ЧУКА !!!! Не заменяйте!! В словаре такое не знает просто!) — 300 г
Лук репчатый — 2 шт
Нори — 2 шт
Масло растительное (Для лука --пассеровка) — 2 ст. л.";;159.9 ккал;7.4 г;12.4 г;5.6 г
https://www.povarenok.ru/recipes/show/169897/;Оладьи из пекинской капусты с сыром;Выпечка;"Капуста пекинская (взвесила!) — 100 г
Сыр творожный (Hochland творожный сливочный, сыр в ложке берётся с горкой) — 1 ст. л.
Яйцо куриное — 1 шт
Мука пшеничная / Мука (под нож) — 2 ст. л.
Чеснок (по вкусу) — 1 зуб.
Соль — 1 щепот.
Масло оливковое (или подсолнечное для жарки) — 2 ст. л.
Сметана
Петрушка";"Шаг 1: Пекинскую капусту взвесила и взяла ровно 100 г. Очень мелко режем. Чеснок тоже очень мелко режем, его можно выдавить. Отправляем в посуду, где будем замешивать тесто. В капусту кладём муку. Готовим все остальные продукты.
Шаг 2: Разбиваем яйцо, добавляем сыр творожный. Сыра в ложке берём с горкой. Я буду использовать Hochland творожный сливочный.
Шаг 3: Силиконовой лопаточкой всё соединила тщательно.
Шаг 4: Выпекаем оладьи. Греем сковороду с 1 ст л масла. Сковорода у меня D-26 см и на неё столовой ложкой выложится 3 шт оладий. Выкладываем и разравниваем оладьи нетолстым слоем, ложкой слой распределяем. Жарим, не убавляя огня, с каждой стороны примерно по 3 минуты до красивого зажаристого цвета. Оладьи отлично переворачиваются. Из этого количества теста у меня получилось 6 шт оладий. Жарила их в 2 раза, каждый раз наливая масла.
Шаг 5: Подала со сметаной и петрушкой.
Шаг 6: Вот такие красивые и очень вкусные!";192.7 ккал;5.5 г;11.6 г;17.2 г
https://www.povarenok.ru/recipes/show/169896/;Закуска из лаваша с вкусной начинкой;Закуски;"Лаваш (Тонкий лаваш) — 1 шт
Сыр твердый — 175 г
Колбаса (Вареная колбаса) — 230 г
Укроп — 4 пуч.
Сметана — 4 ч. л.
Майонез — 1 ч. л.
Соль — по вкусу
Перец черный — по вкусу
Чеснок — 3 зуб.
Масло растительное (для жарки) — 100 г";;233.2 ккал;8.8 г;15.4 г;15.6 г
https://www.povarenok.ru/recipes/show/169895/;"Десерт ""Теплое мороженое""";Десерты;"Белок яичный — 4 шт
Сахар — 180 г
Желе (лимонное) — 70 г
Сок лимонный — 1 ст. л.
Вода — 80 мл
Корж (вафельный 25х25 см) — 2 шт
Шоколад темный — 100 г
Шоколад белый — 50 г";;272.7 ккал;4.9 г;7.7 г;46.2 г
https://www.povarenok.ru/recipes/show/169894/;"Пирожное ""Эгейское побережье""";Десерты;"Яйцо куриное — 2 шт
Сахар — 0,5 стак.
Крахмал кукурузный (с горкой) — 1 ст. л.
Молоко — 0,5 л
Ванилин — по вкусу
Масло сливочное — 50 г
Печенье (темное) — 180 г
Орехи грецкие — 50 г
Банан — 1 шт";"Шаг 1: Для приготовления десерта нам понадобится пачка любого темного печенья. Измельчаем его вместе с орехами на мясорубке.
Шаг 2: Готовим заварной крем. Смешиваем венчиком яйца, сахар, ванилин и крахмал.
Шаг 3: Добавляем молоко и ставим на плиту. Варим, постоянно помешивая до закипания. Закипев, крем будет консистенции ""густая сметана"".
Шаг 4: Крем закипел, убрали с огня и сразу в горячий добавляем сливочное масло. Дать ему немного остыть. У меня обычно остывает до 40-45 градусов.
Шаг 5: Режем кубиками или полукольцами банан.
Шаг 6: Подготавливаем емкости для десерта. Очень красиво смотрится в бокалах на ножках. У меня бокалы и чайные стаканчики по 125 мл, в общей сложности из этого количества ингредиентов получается 8 бокалов/стаканчиков.
Шаг 7: Наполняем равномерными слоями наши емкости: песочно-ореховая крошка, крем, прокладываем банан и так до конца. Последний слой - крошка, т. к. крем имеет свойство подсыхать.
Шаг 8: Украшаем по собственному усмотрению и убираем в холодильник желательно на ночь.
Шаг 9: Приятного аппетита!";316.9 ккал;6.1 г;17.1 г;35 г
https://www.povarenok.ru/recipes/show/169893/;Домашний шоколадный торт с черносливом;Десерты;"Мука пшеничная / Мука (ТМ ""Французская штучка"") — 75 г
Сахар — 90 г
Яйцо куриное — 3 шт
Какао-порошок — 15 г
Масло растительное — 30 г
Молоко — 40 г
Сливки (33%) — 350 мл
Шоколад темный — 150 г
Чернослив — по вкусу
Посыпка кондитерская — по вкусу
Сироп сахарный (Готовая кофейная пропитка для бисквитных тортов.)";"Шаг 1: В миску добавить яичные белки (3 шт.) Взбить белки до легкой пены, затем порциями, в 2-3 приема, ввести общее количество сахара (90 гр.). Далее взбивать белки до стойких пиков. Затем, не переставая взбивать ввести по одному 3 яичных желтка.
Шаг 2: Далее в 2-3 приема ввести общее количество муки (75 гр.) Смесь аккуратно вымешать снизу вверх до однородной, пышной массы.
Шаг 3: В отдельную миску добавить растительное масло (30 гр.) и молоко (40 гр.). Смесь перемешать.
Шаг 4: Далее к молочно-масляной основе добавить 15 гр. какао-порошка. Смесь вымешать кулинарной лопаточкой.
Шаг 5: Затем из общего количества бисквитного теста взять 2-3 ст. ложки и добавить в смесь какао и молока. Смесь хорошо размешать. В дальнейшем будет легко смешивать бисквитную массу и массу с какао. На этом этапе включить духовку на 170-180С. Хочу обратить внимание, духовки у всех разные, поэтому каждый выбирает температурный режим и время выпекания бисквита самостоятельно, ориентируясь на возможности своей духовки.
Шаг 6: Далее добавить в бисквитное тесто смесь с какао. Бисквитное тесто еще раз хорошо вымешать.
Шаг 7: Разъемную форму для выпекания выстелить пергаментом, добавить подготовленное для выпекания бисквитное тесто. Размер формы 20 см. Форму ударить несколько раз о поверхность стола для удаления воздушных пузырьков.
Шаг 8: Отправить форму с бисвитным тестом в духовку, выпекать бисквит до готовности. Готовность бисквита проверить на сухую лучину. Затем бисквитный корж вынуть из формы, остудить до комнатной температуры, затем обернуть пищевой пленкой и убрать в холодильник на ночь.
Шаг 9: Далее бисквитную основу разрезать на 2-3 коржа.
Шаг 10: Для крема: Сливки (350 мл.) поставить на средний огонь, довести до кипения. Не кипятить! Снять с огня. Затем добавить шоколад (150 гр.). Расплавить шоколад в горячих сливках. Смесь перемешать кулинарной лопаткой до однородного состояния, можно взбить при помощи миксера.
Шаг 11: Смесь перелить в чистую сухую посуду, накрыть пищевой пленкой в контакт, остудить до комнатной температуры и убрать в холодильник на ночь. Далее взбить до кремообразной консистенции.
Шаг 12: В рецепте использовалась готовая кофейная пропитка для тортов и пирожных. Если у вас ее не оказалось, можно заварить крепкий кофе, добавить сахар, ром или коньяк. Пропиткой пропитать каждый корж при сборке торта.
Шаг 13: Крем разделить на две части, в одну добавить нарезанный мелкими кусочками чернослив. Крем перемешать.
Шаг 14: На слой бисквитного, пропитанного кофейной пропиткой коржа, добавить крем с черносливом. Боковую поверхность, верх торта промазать кремом без чернослива. Украсить торт по вкусу. Для украшения торта в рецепте использовалась кондитерская посыпка, снежинки приготовлены из сахарной мастики. Приятного чаепития!";353.2 ккал;5.6 г;24.4 г;28 г
https://www.povarenok.ru/recipes/show/169891/;Лимонный кекс с изюмом;Выпечка;"Масло сливочное — 150 г
Сахар — 200 г
Мука пшеничная / Мука — 250 г
Изюм — 100 г
Яйцо куриное — 3 шт
Разрыхлитель теста — 1 ч. л.
Цедра лимона — 1 ст. л.
Сок лимонный — 2 ст. л.";"Шаг 1: Масло комнатной температуры взбить с сахаром. Ввести яйца и продолжать взбивать не менее минуты.
Шаг 2: Добавить сок и цедру лимона. Перемешать.
Шаг 3: Всыпать муку и разрыхлитель. Взбить пол минутки. Добавить сухой, чистый изюм. Тесто тщательно перемешать.
Шаг 4: В форму для кекса выложить тесто и отправить в духовку при 180 гр минут на 40. Ориентируйтесь на сухую деревянную шпажку.";364.7 ккал;5.4 г;16 г;50.4 г
https://www.povarenok.ru/recipes/show/169890/;Закуска из крабовых палочек и плавленых сырков;Закуски;"Крабовые палочки — 240 г
Сырок плавленый (ТМ Hohland) — 2 шт
Яйцо куриное — 2 шт
Кукуруза (консервированная) — 80 г
Укроп — 3 веточ.
Майонез — 2 ст. л.
Крекер (для подачи) — 20 шт
Креветки (для подачи) — 10 шт";"Шаг 1: Крабовые палочки мелко порезать.
Шаг 2: Варёные яйца натереть на мелкой тёрке.
Шаг 3: Плавленые сырки натереть на крупной тёрке.
Шаг 4: Добавить консервированную кукурузу.
Шаг 5: Затем добавить мелко порезанный укроп и выдавить чеснок через пресс. Хорошо перемешать.
Шаг 6: Заправить майонезом, перемешать.
Шаг 7: Для сервировки я использовала ложку для мороженого. Заполнить ложку...
Шаг 8: И выложить на крекеры.";182.9 ккал;12.6 г;9.2 г;14 г
https://www.povarenok.ru/recipes/show/169889/;Булочки с халвой и сырным кремом;Выпечка;"Мука пшеничная / Мука — 500 г
Молоко — 250 мл
Сахар — 60 г
Дрожжи (Сухие) — 7 г
Масло сливочное (Мягкое) — 100 г
Яйцо куриное — 1 шт
Соль — 1 щепот.
Масло сливочное — 50 г
Сахар — 50 г
Корица — 1 ч. л.
Халва — 100 г
Сыр творожный (Hochland) — 100 г
Сметана — 100 г
Сахар — 15 г";"Шаг 1: Для теста: смешать горячее молоко с сахаром до растворения, остудить до 35С, добавить дрожжи. Дождаться появления пузырьков.
Шаг 2: Добавить яйцо, постепенно всыпать муку с солью и замесить тесто. Добавить масло, вымесить до эластичности. Миску затянуть пленкой, поставить в теплое место на час. Затем обмять тесто, оставить еще на 30 минут.
Шаг 3: Тесто раскатать в тонкий большой прямоугольник 45х35 см.
Шаг 4: Приготовить начинку: растопить и остудить сливочное масло, смешать с сахаром, корицей, халвой. Можно по-другому: растопить масло, отдельно смешать сахар, корицу и халву.
Шаг 5: На пласт теста намазать готовую начинку. Или сначала смазать маслом, а затем посыпать сухими ингредиентами.
Шаг 6: Свернуть рулет, нарезать на шайбы, толщиной 3 см. Положить шайбы в форму, смазанную маслом, оставить на 40-60 минут на расстойку. Выпекать в разогретой до 180С духовке минут 25-30. Проверить готовность можно деревянной шпажкой.
Шаг 7: Для крема смешать сметану, сахар, творожный сыр.
Шаг 8: Булочки достаньте из духовки, сразу горячие смазывайте сырным кремом.";323.2 ккал;6.6 г;14.8 г;41.5 г
https://www.povarenok.ru/recipes/show/169888/;Куриная грудка под сырно-сливочным соусом;Горячие блюда;"Сыр плавленый (Hochland) — 100 г
Грудка куриная (две половинки (около 600 г)) — 2 шт
Морковь — 1 шт
Сливки (20 %) — 200 мл
Масло растительное — 2 ст. л.
Картофель — 400 г
Майонез (или сметана) — 2 ст. л.
Смесь перцев (молотая) — 1/2 ч. л.
Приправа (для курицы) — 1 ч. л.
Соль — по вкусу
Петрушка — по вкусу
Чеснок — 2 зуб.";"Шаг 1: Я делала половину указанного количества. Куриную грудку моем, обсушиваем, делаем глубокие надрезы наискосок. Натираем майонезом, солью, смесью перцев и приправой для курицы. Если вы против майонеза, то берите сметану. У меня в составе приправы: Карри, Кориандр, Розмарин, Базилик, Имбирь, Майоран, Паприка.
Шаг 2: Картофель чистим, режем. Форму для запекания смазываем маслом, кладём куриную грудку и вокруг нарезанный картофель. Накрываем фольгой. Ставим в духовку, нагретую до 220 градусов.
Шаг 3: Готовим соус. Морковь натираем на тёрке и обжариваем на растительном масле до мягкости, добавляем рубленный чеснок.
Шаг 4: Наливаем сливки, огонь уменьшаем, так как сливки быстро густеют.
Шаг 5: Кладём немного соли и рубленную петрушку.
Шаг 6: Добавляем плавленый сыр. У меня Hochland с грибами. Он тут очень подходит по вкусу.
Шаг 7: Перемешиваем соус до растворения сыра.
Шаг 8: Спустя 40 минут, после запекания грудки с картофелем, достаём форму из духовки, убираем фольгу и сверху кладём сырно-сливочный соус. Ставим опять в духовку и запекаем ещё 15 минут до румяной корочки.
Шаг 9: Подаём блюдо горячим. Приятного аппетита!!!";167.4 ккал;12.4 г;9.6 г;7.6 г
https://www.povarenok.ru/recipes/show/169887/;"Салат ""Коралловый риф"" в сырной корзиночке";Салаты;"Сыр твердый — 150 г
Крабовые палочки — 200 г
Сыр плавленый — 2 шт
Помидор — 2 шт
Майонез — 3 ст. л.
Соль — по вкусу
Перец черный — по вкусу";;134 ккал;10.7 г;8.2 г;4.5 г
